2.978079393506050110e-02,3.715917840600013733e-02,1.108200326561927795e-01,9.644398093223571777e-02,4.344024509191513062e-02,5.507554486393928528e-02,1.323120296001434326e-01,1.095132455229759216e-01,2.541924268007278442e-02,5.547051504254341125e-02,1.021489799022674561e-01,5.318779498338699341e-02,2.731669247150421143e-01,3.001775406301021576e-02,2.418501861393451691e-02,-1.583350598812103271e-01,8.643554896116256714e-02,-1.231116056442260742e-01,9.883995354175567627e-02,1.135195121169090271e-01,-6.422500312328338623e-02,4.824890638701617718e-04,1.813271045684814453e-01,1.220420468598604202e-02,1.531575769186019897e-01,-2.354620955884456635e-02,1.877859830856323242e-01,6.056357920169830322e-02,1.703588962554931641e-01,3.002291359007358551e-02,-1.618021540343761444e-02,1.611164957284927368e-01,2.935943659394979477e-03,-2.619114704430103302e-02,-3.268607333302497864e-02,-8.025594055652618408e-02,-7.777743041515350342e-02,4.159312322735786438e-02,1.924949437379837036e-01,1.294070780277252197e-01
1.437455266714096069e-01,2.820032536983489990e-01,1.155849918723106384e-01,3.436141833662986755e-02,2.336125262081623077e-02,2.702967226505279541e-01,2.455059736967086792e-01,3.044480681419372559e-01,3.137272223830223083e-02,1.809631437063217163e-01,-4.851870238780975342e-02,1.959850192070007324e-01,3.813655674457550049e-01,1.941851079463958740e-01,1.689121276140213013e-01,7.569999247789382935e-02,2.689495980739593506e-01,1.534554362297058105e-01,9.152550995349884033e-02,2.685842216014862061e-01,3.160493969917297363e-01,2.787857949733734131e-01,2.911976277828216553e-01,1.051928400993347168e-01,2.613171339035034180e-01,3.116712868213653564e-01,2.072182297706604004e-01,1.719383448362350464e-01,2.143148630857467651e-01,4.214250445365905762e-01,3.615036979317665100e-02,1.112260445952415466e-01,-6.309139728546142578e-02,-1.174908876419067383e-01,1.483404636383056641e-01,7.230272889137268066e-02,-4.990446940064430237e-02,-1.586462110280990601e-01,8.664064854383468628e-02,-4.484311863780021667e-02
1.632474213838577271e-01,1.731095016002655029e-01,3.508171439170837402e-02,-5.146662890911102295e-02,-1.808504108339548111e-03,1.219386011362075806e-01,2.020473033189773560e-01,2.656983435153961182e-01,-5.757458042353391647e-03,-1.775969984009861946e-03,1.956902071833610535e-02,2.780604660511016846e-01,5.842693522572517395e-02,1.580800563097000122e-01,1.416604518890380859e-01,2.347584813833236694e-01,8.717121183872222900e-02,2.917784154415130615e-01,4.725852981209754944e-02,7.229575514793395996e-02,2.710002958774566650e-01,3.552040755748748779e-01,-2.367841266095638275e-02,2.291377186775207520e-01,2.982783019542694092e-01,2.141519784927368164e-01,3.200716674327850342e-01,5.387239903211593628e-02,-1.359518244862556458e-02,1.950968950986862183e-01,-7.318649441003799438e-02,2.210121452808380127e-01,1.414927989244461060e-01,-1.124531477689743042e-01,5.362744256854057312e-02,1.289489567279815674e-01,-1.104317009449005127e-01,2.695706188678741455e-01,1.040315851569175720e-01,-3.695565834641456604e-02
3.246259093284606934e-01,-6.557951681315898895e-03,2.981411218643188477e-01,5.285307019948959351e-02,1.406559944152832031e-01,9.046510607004165649e-02,1.935803741216659546e-01,7.039374858140945435e-02,2.578065693378448486e-01,2.137898206710815430e-01,1.373945772647857666e-01,1.074094325304031372e-01,2.844260036945343018e-01,3.028409183025360107e-01,3.686968684196472168e-01,-2.092953212559223175e-02,-1.345670083537697792e-03,1.524024605751037598e-01,3.176120519638061523e-01,2.597988843917846680e-01,3.380174189805984497e-02,1.594907790422439575e-01,9.322375804185867310e-02,2.232372760772705078e-01,2.534051612019538879e-02,2.933722138404846191e-01,2.510777413845062256e-01,3.325269222259521484e-01,1.157821044325828552e-01,2.692802250385284424e-01,6.529089063405990601e-02,2.113831937313079834e-01,7.108751684427261353e-02,2.561200261116027832e-01,1.045000180602073669e-01,2.893448173999786377e-01,3.269923329353332520e-01,4.819379374384880066e-02,3.099969923496246338e-01,1.477332264184951782e-01
-4.311220720410346985e-02,1.605818122625350952e-01,1.410367637872695923e-01,3.060566186904907227e-01,1.868084967136383057e-01,1.525887697935104370e-01,1.327932924032211304e-01,1.931217461824417114e-01,2.141261994838714600e-01,4.978282377123832703e-02,2.048589587211608887e-01,2.084829807281494141e-01,7.455293089151382446e-02,1.992921829223632812e-01,1.295712031424045563e-02,2.850877642631530762e-01,3.509480040520429611e-03,2.169353067874908447e-01,2.883819937705993652e-01,4.593987017869949341e-02,5.516849085688591003e-02,1.879151761531829834e-01,2.560988962650299072e-01,1.276105791330337524e-01,5.345307290554046631e-02,1.061121895909309387e-01,4.345771670341491699e-02,1.535620093345642090e-01,1.635218411684036255e-01,1.826806068420410156e-01,2.802819907665252686e-01,1.860228031873703003e-01,2.135436832904815674e-01,3.016094565391540527e-01,1.655652523040771484e-01,1.468343287706375122e-01,2.191121578216552734e-01,-2.029651850461959839e-01,5.605407059192657471e-02,-1.433977019041776657e-02
-1.615933775901794434e-01,2.452676445245742798e-01,2.087665945291519165e-01,1.831237822771072388e-01,8.998715877532958984e-02,1.341593861579895020e-01,1.014692429453134537e-02,4.934799298644065857e-02,6.844830233603715897e-03,2.022409290075302124e-01,-1.222475990653038025e-02,-2.564414776861667633e-02,1.304267197847366333e-01,2.260366082191467285e-01,1.771805435419082642e-01,2.228812426328659058e-01,-5.661527067422866821e-02,-1.741309911012649536e-01,1.825470626354217529e-01,7.996287196874618530e-02,7.714782655239105225e-02,1.125286221504211426e-01,2.031897753477096558e-01,1.510483324527740479e-01,6.200765259563922882e-03,2.189477980136871338e-01,-1.923095732927322388e-01,7.822903804481029510e-03,9.175913780927658081e-02,-1.014278382062911987e-01,4.114697501063346863e-02,8.846978656947612762e-03,1.621243953704833984e-01,2.375792413949966431e-01,1.642865687608718872e-01,2.478598952293395996e-01,1.131342574954032898e-01,3.253369927406311035e-01,8.404360711574554443e-02,2.378607392311096191e-01
2.110693156719207764e-01,8.598303422331809998e-03,9.122080355882644653e-02,7.406421005725860596e-02,-6.816275417804718018e-02,8.131735026836395264e-02,1.793423146009445190e-01,1.677048355340957642e-01,6.179275363683700562e-02,8.237794041633605957e-02,2.158628106117248535e-01,2.327582612633705139e-02,1.179897561669349670e-01,1.111890599131584167e-01,2.188834175467491150e-02,2.155497968196868896e-01,8.877515792846679688e-02,6.408769637346267700e-02,2.365389913320541382e-01,3.924232721328735352e-02,1.863466650247573853e-01,3.635180890560150146e-01,3.709680959582328796e-02,-8.055109530687332153e-03,2.476731687784194946e-01,6.589035689830780029e-02,2.019054442644119263e-02,1.815547468140721321e-03,2.392913699150085449e-01,6.189393997192382812e-02,-4.544006660580635071e-02,1.048429962247610092e-02,-9.062223136425018311e-02,-1.954871863126754761e-01,2.231546193361282349e-01,1.028432771563529968e-01,7.295035570859909058e-02,-2.330765500664710999e-02,1.101770624518394470e-01,1.362442225217819214e-01
1.134088784456253052e-01,1.896107196807861328e-01,1.063132882118225098e-01,1.619661152362823486e-01,-1.062707751989364624e-01,1.668561846017837524e-01,3.875691443681716919e-02,9.864435531198978424e-03,6.127495691180229187e-02,1.215155944228172302e-01,-7.160372287034988403e-02,6.554196588695049286e-03,7.843477278947830200e-02,1.092167478054761887e-02,-5.984273552894592285e-02,-3.601060807704925537e-02,-1.072851493954658508e-01,-8.835119754076004028e-02,-2.450560033321380615e-02,2.815625071525573730e-02,-7.921984791755676270e-02,-1.417242884635925293e-01,1.188894435763359070e-01,2.381628304719924927e-01,1.503561288118362427e-01,1.697963774204254150e-01,-8.523848652839660645e-02,6.329464912414550781e-02,1.149306073784828186e-01,-1.363180428743362427e-01,3.923374693840742111e-03,1.378831416368484497e-01,-1.011864095926284790e-01,7.177763432264328003e-02,1.234219036996364594e-02,1.005227789282798767e-01,4.477082565426826477e-02,-4.377537593245506287e-02,3.699282184243202209e-02,2.085014581680297852e-01
2.319049388170242310e-01,1.660715043544769287e-01,6.233410164713859558e-02,9.546699374914169312e-02,-3.750343108549714088e-03,7.977689802646636963e-02,-1.576432585716247559e-02,9.564816951751708984e-02,1.000688746571540833e-01,7.810808718204498291e-02,1.456067860126495361e-01,-2.971646143123507500e-03,2.196761667728424072e-01,2.303805798292160034e-01,2.124248147010803223e-01,1.420612782239913940e-01,-6.297565996646881104e-04,-1.264584660530090332e-01,3.576670587062835693e-01,2.949600219726562500e-01,1.922636330127716064e-01,-1.363457646220922470e-02,2.390137501060962677e-02,3.601996302604675293e-01,9.718342125415802002e-02,8.563166856765747070e-02,-3.763590753078460693e-02,1.581278592348098755e-01,-3.800221253186464310e-03,9.739644080400466919e-02,2.794833183288574219e-01,1.324573010206222534e-01,1.672541648149490356e-01,6.192575395107269287e-02,2.447132393717765808e-02,2.556443028151988983e-02,2.120751440525054932e-01,4.149000942707061768e-01,8.640647679567337036e-02,1.243228986859321594e-01
-1.153249293565750122e-01,2.095000147819519043e-01,1.360062956809997559e-01,-3.001023456454277039e-02,6.147423014044761658e-02,-9.062271565198898315e-02,1.371938288211822510e-01,2.076221816241741180e-02,1.843741089105606079e-01,2.053093537688255310e-02,-1.873187571763992310e-01,1.148505732417106628e-01,-4.918556287884712219e-02,1.821009209379553795e-03,2.091817110776901245e-01,-3.748800605535507202e-02,2.150436192750930786e-01,-7.039029896259307861e-02,-3.185687959194183350e-02,-4.046513140201568604e-02,7.715348154306411743e-02,1.890091150999069214e-01,1.054376289248466492e-01,-7.510685175657272339e-02,1.073139831423759460e-01,7.569798082113265991e-02,-4.352460801601409912e-02,1.900552213191986084e-01,7.982058823108673096e-02,1.109629347920417786e-01,5.568112060427665710e-02,1.231632977724075317e-01,9.607097506523132324e-02,2.136265486478805542e-02,9.403770416975021362e-02,6.238522008061408997e-02,1.031862720847129822e-01,1.658761948347091675e-01,1.989178359508514404e-01,2.789621949195861816e-01
